"","cell_ID","cell_types"
"c_1_61_97","c_1_61_97","Beta cells"
"c_1_62_1097","c_1_62_1097","Acinar.1"
"c_1_62_1273","c_1_62_1273","Ductal"
"c_1_62_1802","c_1_62_1802","Acinar.1"
"c_1_62_1948","c_1_62_1948","Acinar.1"
"c_1_62_2058","c_1_62_2058","Acinar.1"
"c_1_62_2157","c_1_62_2157","Ductal"
"c_1_62_2168","c_1_62_2168","Acinar.1"
"c_1_62_279","c_1_62_279","Acinar.2"
"c_1_62_292","c_1_62_292","Acinar.1"
"c_1_62_641","c_1_62_641","Acinar.1"
"c_1_62_643","c_1_62_643","Beta cells"
"c_1_62_741","c_1_62_741","Alpha cells"
"c_1_62_975","c_1_62_975","Beta cells"
"c_1_63_1089","c_1_63_1089","Beta cells"
"c_1_63_1105","c_1_63_1105","Beta cells"
"c_1_63_1161","c_1_63_1161","Beta cells"
"c_1_63_1164","c_1_63_1164","Beta cells"
"c_1_63_1239","c_1_63_1239","Beta cells"
"c_1_63_1527","c_1_63_1527","Acinar.1"
"c_1_63_2121","c_1_63_2121","Acinar.1"
"c_1_63_330","c_1_63_330","Acinar.2"
"c_1_63_389","c_1_63_389","Ductal"
"c_1_63_453","c_1_63_453","Beta cells"
"c_1_63_617","c_1_63_617","Ductal"
"c_1_63_944","c_1_63_944","Alpha cells"
"c_1_63_975","c_1_63_975","Beta cells"
"c_1_64_1070","c_1_64_1070","Acinar.1"
"c_1_64_1198","c_1_64_1198","Ductal"
"c_1_64_1202","c_1_64_1202","Acinar.1"
"c_1_64_1459","c_1_64_1459","Acinar.1"
"c_1_64_1949","c_1_64_1949","Acinar.2"
"c_1_64_2078","c_1_64_2078","Acinar.1"
"c_1_64_2217","c_1_64_2217","Alpha cells"
"c_1_64_2507","c_1_64_2507","Acinar.1"
"c_1_64_2786","c_1_64_2786","Acinar.1"
"c_1_64_498","c_1_64_498","Acinar.1"
"c_1_64_62","c_1_64_62","Beta cells"
"c_1_64_781","c_1_64_781","Acinar.1"
"c_1_64_964","c_1_64_964","Macrophage"
"c_1_65_1135","c_1_65_1135","Acinar.1"
"c_1_65_1475","c_1_65_1475","Acinar.1"
"c_1_65_1625","c_1_65_1625","Acinar.1"
"c_1_65_1783","c_1_65_1783","Ductal"
"c_1_65_2238","c_1_65_2238","Acinar.1"
"c_1_65_2414","c_1_65_2414","Acinar.1"
"c_1_65_2685","c_1_65_2685","Acinar.1"
"c_1_65_380","c_1_65_380","Acinar.1"
"c_1_65_51","c_1_65_51","Acinar.1"
"c_1_65_646","c_1_65_646","Acinar.1"
"c_1_65_702","c_1_65_702","Acinar.1"
"c_1_66_1624","c_1_66_1624","Acinar.1"
"c_1_66_1625","c_1_66_1625","Ductal"
"c_1_66_419","c_1_66_419","Acinar.1"
"c_1_66_829","c_1_66_829","Acinar.1"
"c_1_66_990","c_1_66_990","Beta cells"
"c_1_67_1473","c_1_67_1473","Acinar.2"
"c_1_67_151","c_1_67_151","Acinar.1"
"c_1_67_1537","c_1_67_1537","Acinar.1"
"c_1_67_1670","c_1_67_1670","Acinar.1"
"c_1_67_2126","c_1_67_2126","Quiescent stellate"
"c_1_67_239","c_1_67_239","Acinar.1"
"c_1_67_60","c_1_67_60","Acinar.1"
"c_1_67_745","c_1_67_745","Acinar.1"
"c_1_67_825","c_1_67_825","Acinar.1"
"c_1_68_1179","c_1_68_1179","Ductal"
"c_1_68_1258","c_1_68_1258","Acinar.1"
"c_1_68_2206","c_1_68_2206","Acinar.1"
"c_1_68_2276","c_1_68_2276","Acinar.1"
"c_1_68_2315","c_1_68_2315","Ductal"
"c_1_68_2557","c_1_68_2557","Acinar.1"
"c_1_68_332","c_1_68_332","Acinar.1"
"c_1_68_412","c_1_68_412","Acinar.1"
"c_1_68_891","c_1_68_891","Acinar.1"
"c_1_51_1023","c_1_51_1023","Acinar.1"
"c_1_51_1162","c_1_51_1162","Acinar.1"
"c_1_51_1247","c_1_51_1247","Ductal"
"c_1_51_126","c_1_51_126","Ductal"
"c_1_51_1261","c_1_51_1261","Acinar.1"
"c_1_51_130","c_1_51_130","Acinar.2"
"c_1_51_1313","c_1_51_1313","Acinar.1"
"c_1_51_1342","c_1_51_1342","Acinar.1"
"c_1_51_1348","c_1_51_1348","Acinar.1"
"c_1_51_1452","c_1_51_1452","Acinar.1"
"c_1_51_1477","c_1_51_1477","Acinar.1"
"c_1_51_1542","c_1_51_1542","Ductal"
"c_1_51_1651","c_1_51_1651","Acinar.1"
"c_1_51_1663","c_1_51_1663","Acinar.1"
"c_1_51_1815","c_1_51_1815","Acinar.1"
"c_1_51_1846","c_1_51_1846","Ductal"
"c_1_51_2178","c_1_51_2178","Acinar.1"
"c_1_51_230","c_1_51_230","Acinar.1"
"c_1_51_2425","c_1_51_2425","Acinar.1"
"c_1_51_2440","c_1_51_2440","Acinar.1"
"c_1_51_2448","c_1_51_2448","Acinar.1"
"c_1_51_2543","c_1_51_2543","Acinar.1"
"c_1_51_2593","c_1_51_2593","Acinar.1"
"c_1_51_2594","c_1_51_2594","Acinar.1"
"c_1_51_334","c_1_51_334","Acinar.1"
"c_1_51_340","c_1_51_340","Ductal"
"c_1_51_362","c_1_51_362","Acinar.2"
"c_1_51_413","c_1_51_413","Acinar.1"
"c_1_51_542","c_1_51_542","Acinar.1"
"c_1_51_573","c_1_51_573","Macrophage"
"c_1_51_69","c_1_51_69","Acinar.1"
"c_1_51_820","c_1_51_820","Acinar.2"
"c_1_51_918","c_1_51_918","Acinar.2"
"c_1_51_977","c_1_51_977","Acinar.1"
"c_1_51_982","c_1_51_982","Acinar.1"
"c_1_52_1034","c_1_52_1034","Beta cells"
"c_1_52_1055","c_1_52_1055","Ductal"
"c_1_52_1072","c_1_52_1072","Beta cells"
"c_1_52_1099","c_1_52_1099","Acinar.1"
"c_1_52_1204","c_1_52_1204","Quiescent stellate"
"c_1_52_155","c_1_52_155","Acinar.2"
"c_1_52_1573","c_1_52_1573","Acinar.2"
"c_1_52_1646","c_1_52_1646","Acinar.1"
"c_1_52_167","c_1_52_167","Acinar.1"
"c_1_52_1694","c_1_52_1694","Acinar.1"
"c_1_52_17","c_1_52_17","Acinar.1"
"c_1_52_1813","c_1_52_1813","Acinar.1"
"c_1_52_1942","c_1_52_1942","Acinar.1"
"c_1_52_1981","c_1_52_1981","Acinar.2"
"c_1_52_1988","c_1_52_1988","Acinar.1"
"c_1_52_2001","c_1_52_2001","Ductal"
"c_1_52_2034","c_1_52_2034","Ductal"
"c_1_52_2060","c_1_52_2060","Acinar.2"
"c_1_52_2155","c_1_52_2155","Active stellate"
"c_1_52_2456","c_1_52_2456","Acinar.1"
"c_1_52_2487","c_1_52_2487","Acinar.1"
"c_1_52_2532","c_1_52_2532","Acinar.1"
"c_1_52_2638","c_1_52_2638","Acinar.1"
"c_1_52_2675","c_1_52_2675","Acinar.1"
"c_1_52_2752","c_1_52_2752","Acinar.1"
"c_1_52_28","c_1_52_28","Acinar.1"
"c_1_52_2884","c_1_52_2884","Acinar.1"
"c_1_52_362","c_1_52_362","Ductal"
"c_1_52_446","c_1_52_446","Acinar.1"
"c_1_52_566","c_1_52_566","Acinar.1"
"c_1_52_933","c_1_52_933","Acinar.1"
"c_1_53_1043","c_1_53_1043","Acinar.1"
"c_1_53_1098","c_1_53_1098","Acinar.1"
"c_1_53_1140","c_1_53_1140","Acinar.1"
"c_1_53_1241","c_1_53_1241","Ductal"
"c_1_53_1258","c_1_53_1258","Acinar.1"
"c_1_53_1268","c_1_53_1268","Ductal"
"c_1_53_1272","c_1_53_1272","Ductal"
"c_1_53_1321","c_1_53_1321","Acinar.1"
"c_1_53_1350","c_1_53_1350","Acinar.1"
"c_1_53_1562","c_1_53_1562","Acinar.1"
"c_1_53_1606","c_1_53_1606","Acinar.1"
"c_1_53_1664","c_1_53_1664","Acinar.1"
"c_1_53_1930","c_1_53_1930","Ductal"
"c_1_53_2073","c_1_53_2073","Ductal"
"c_1_53_2137","c_1_53_2137","Acinar.1"
"c_1_53_2150","c_1_53_2150","Acinar.1"
"c_1_53_2155","c_1_53_2155","Acinar.1"
"c_1_53_2176","c_1_53_2176","Acinar.1"
"c_1_53_2234","c_1_53_2234","Acinar.1"
"c_1_53_2321","c_1_53_2321","Ductal"
"c_1_53_2330","c_1_53_2330","Ductal"
"c_1_53_2358","c_1_53_2358","Acinar.1"
"c_1_53_2421","c_1_53_2421","Macrophage"
"c_1_53_2431","c_1_53_2431","Ductal"
"c_1_53_2488","c_1_53_2488","Alpha cells"
"c_1_53_2653","c_1_53_2653","Acinar.2"
"c_1_53_311","c_1_53_311","Alpha cells"
"c_1_53_394","c_1_53_394","Acinar.1"
"c_1_53_454","c_1_53_454","Acinar.1"
"c_1_53_623","c_1_53_623","Acinar.1"
"c_1_53_70","c_1_53_70","Acinar.1"
"c_1_53_768","c_1_53_768","Acinar.1"
"c_1_53_771","c_1_53_771","Acinar.1"
"c_1_53_841","c_1_53_841","Acinar.1"
"c_1_53_964","c_1_53_964","Ductal"
"c_1_54_1074","c_1_54_1074","Acinar.1"
"c_1_54_1125","c_1_54_1125","Acinar.1"
"c_1_54_1155","c_1_54_1155","Acinar.1"
"c_1_54_129","c_1_54_129","Acinar.1"
"c_1_54_1299","c_1_54_1299","Acinar.1"
"c_1_54_1392","c_1_54_1392","Acinar.1"
"c_1_54_1428","c_1_54_1428","Acinar.1"
"c_1_54_1487","c_1_54_1487","Acinar.1"
"c_1_54_1773","c_1_54_1773","Quiescent stellate"
"c_1_54_1913","c_1_54_1913","Acinar.1"
"c_1_54_1965","c_1_54_1965","Acinar.1"
"c_1_54_1997","c_1_54_1997","Acinar.1"
"c_1_54_2010","c_1_54_2010","Acinar.1"
"c_1_54_2029","c_1_54_2029","Acinar.1"
"c_1_54_2171","c_1_54_2171","Acinar.2"
"c_1_54_2194","c_1_54_2194","Ductal"
"c_1_54_2333","c_1_54_2333","Acinar.2"
"c_1_54_2420","c_1_54_2420","Acinar.1"
"c_1_54_2434","c_1_54_2434","Acinar.1"
"c_1_54_2439","c_1_54_2439","Acinar.1"
"c_1_54_244","c_1_54_244","Acinar.1"
"c_1_54_2460","c_1_54_2460","Ductal"
"c_1_54_312","c_1_54_312","Acinar.1"
"c_1_54_320","c_1_54_320","Ductal"
"c_1_54_336","c_1_54_336","Acinar.1"
"c_1_54_431","c_1_54_431","Acinar.1"
"c_1_54_675","c_1_54_675","Acinar.1"
"c_1_54_701","c_1_54_701","Acinar.1"
"c_1_54_702","c_1_54_702","Quiescent stellate"
"c_1_54_79","c_1_54_79","Acinar.1"
"c_1_54_849","c_1_54_849","Acinar.1"
"c_1_54_904","c_1_54_904","Acinar.1"
"c_1_54_93","c_1_54_93","Acinar.1"
"c_1_54_971","c_1_54_971","Acinar.1"
"c_1_55_1060","c_1_55_1060","Acinar.1"
"c_1_55_1071","c_1_55_1071","Acinar.1"
"c_1_55_1124","c_1_55_1124","Acinar.1"
"c_1_55_1309","c_1_55_1309","Acinar.1"
"c_1_55_132","c_1_55_132","Acinar.1"
"c_1_55_133","c_1_55_133","Acinar.1"
"c_1_55_1828","c_1_55_1828","Acinar.2"
"c_1_55_2007","c_1_55_2007","Acinar.1"
"c_1_55_2260","c_1_55_2260","Beta cells"
"c_1_55_2286","c_1_55_2286","Acinar.1"
"c_1_55_2401","c_1_55_2401","Acinar.1"
"c_1_55_2448","c_1_55_2448","Acinar.1"
"c_1_55_2473","c_1_55_2473","Acinar.1"
"c_1_55_2686","c_1_55_2686","Acinar.2"
"c_1_55_2744","c_1_55_2744","Acinar.1"
"c_1_55_2813","c_1_55_2813","Acinar.1"
"c_1_55_2816","c_1_55_2816","Acinar.1"
"c_1_55_2845","c_1_55_2845","Acinar.1"
"c_1_55_2928","c_1_55_2928","Acinar.1"
"c_1_55_295","c_1_55_295","Acinar.1"
"c_1_55_420","c_1_55_420","Acinar.1"
"c_1_55_49","c_1_55_49","Gamma cells"
"c_1_55_766","c_1_55_766","Acinar.1"
"c_1_55_773","c_1_55_773","Acinar.1"
"c_1_55_790","c_1_55_790","Acinar.1"
"c_1_56_1082","c_1_56_1082","Acinar.1"
"c_1_56_1178","c_1_56_1178","Acinar.1"
"c_1_56_16","c_1_56_16","Acinar.1"
"c_1_56_1688","c_1_56_1688","Ductal"
"c_1_56_2273","c_1_56_2273","Acinar.2"
"c_1_56_2287","c_1_56_2287","Ductal"
"c_1_56_2300","c_1_56_2300","Acinar.1"
"c_1_56_233","c_1_56_233","Ductal"
"c_1_56_2607","c_1_56_2607","Beta cells"
"c_1_56_2746","c_1_56_2746","Acinar.1"
"c_1_56_356","c_1_56_356","Ductal"
"c_1_56_46","c_1_56_46","Acinar.1"
"c_1_56_480","c_1_56_480","Acinar.1"
"c_1_56_548","c_1_56_548","Acinar.1"
"c_1_56_662","c_1_56_662","Acinar.1"
"c_1_56_695","c_1_56_695","Acinar.1"
"c_1_56_750","c_1_56_750","Acinar.1"
"c_1_56_827","c_1_56_827","Acinar.1"
"c_1_56_852","c_1_56_852","Acinar.1"
"c_1_56_856","c_1_56_856","Acinar.1"
"c_1_57_1179","c_1_57_1179","Acinar.1"
"c_1_57_1202","c_1_57_1202","Acinar.1"
"c_1_57_1248","c_1_57_1248","Acinar.1"
"c_1_57_1268","c_1_57_1268","Ductal"
"c_1_57_1299","c_1_57_1299","Acinar.1"
"c_1_57_1364","c_1_57_1364","Acinar.1"
"c_1_57_1581","c_1_57_1581","Acinar.1"
"c_1_57_1665","c_1_57_1665","Acinar.1"
"c_1_57_1762","c_1_57_1762","Acinar.1"
"c_1_57_1833","c_1_57_1833","Acinar.1"
"c_1_57_1916","c_1_57_1916","Acinar.1"
"c_1_57_2050","c_1_57_2050","Ductal"
"c_1_57_2266","c_1_57_2266","Acinar.1"
"c_1_57_2277","c_1_57_2277","Acinar.1"
"c_1_57_2380","c_1_57_2380","Acinar.1"
"c_1_57_2534","c_1_57_2534","Acinar.1"
"c_1_57_2557","c_1_57_2557","Acinar.2"
"c_1_57_2565","c_1_57_2565","Acinar.1"
"c_1_57_2739","c_1_57_2739","Acinar.1"
"c_1_57_2840","c_1_57_2840","Acinar.1"
"c_1_57_369","c_1_57_369","Acinar.1"
"c_1_57_400","c_1_57_400","Acinar.1"
"c_1_57_404","c_1_57_404","Acinar.1"
"c_1_57_407","c_1_57_407","Acinar.1"
"c_1_57_456","c_1_57_456","Ductal"
"c_1_57_47","c_1_57_47","Ductal"
"c_1_57_505","c_1_57_505","Acinar.2"
"c_1_57_596","c_1_57_596","Acinar.2"
"c_1_57_819","c_1_57_819","Acinar.1"
"c_1_57_880","c_1_57_880","Acinar.1"
"c_1_57_995","c_1_57_995","Acinar.1"
"c_1_58_1004","c_1_58_1004","Acinar.2"
"c_1_58_1007","c_1_58_1007","Acinar.1"
"c_1_58_1279","c_1_58_1279","Acinar.1"
"c_1_58_1345","c_1_58_1345","Acinar.1"
"c_1_58_1355","c_1_58_1355","Acinar.1"
"c_1_58_1488","c_1_58_1488","Acinar.1"
"c_1_58_1549","c_1_58_1549","Acinar.1"
"c_1_58_1680","c_1_58_1680","Acinar.1"
"c_1_58_1772","c_1_58_1772","Ductal"
"c_1_58_1834","c_1_58_1834","Acinar.1"
"c_1_58_1911","c_1_58_1911","Ductal"
"c_1_58_1938","c_1_58_1938","Acinar.1"
"c_1_58_237","c_1_58_237","Ductal"
"c_1_58_2432","c_1_58_2432","Acinar.2"
"c_1_58_2439","c_1_58_2439","Acinar.1"
"c_1_58_2446","c_1_58_2446","Acinar.1"
"c_1_58_2752","c_1_58_2752","Ductal"
"c_1_58_2771","c_1_58_2771","Acinar.1"
"c_1_58_2774","c_1_58_2774","Ductal"
"c_1_58_350","c_1_58_350","Acinar.1"
"c_1_58_367","c_1_58_367","Ductal"
"c_1_58_393","c_1_58_393","Ductal"
"c_1_58_571","c_1_58_571","Acinar.2"
"c_1_58_580","c_1_58_580","Acinar.1"
"c_1_58_880","c_1_58_880","Acinar.1"
"c_1_58_950","c_1_58_950","Acinar.1"
"c_1_58_983","c_1_58_983","Ductal"
"c_1_59_1169","c_1_59_1169","Acinar.1"
"c_1_59_1194","c_1_59_1194","Ductal"
"c_1_59_1233","c_1_59_1233","Ductal"
"c_1_59_1327","c_1_59_1327","Acinar.1"
"c_1_59_1348","c_1_59_1348","Acinar.1"
"c_1_59_1385","c_1_59_1385","Acinar.2"
"c_1_59_1591","c_1_59_1591","Acinar.1"
"c_1_59_1685","c_1_59_1685","Macrophage"
"c_1_59_1901","c_1_59_1901","Ductal"
"c_1_59_192","c_1_59_192","Acinar.1"
"c_1_59_196","c_1_59_196","Acinar.1"
"c_1_59_2063","c_1_59_2063","Quiescent stellate"
"c_1_59_2176","c_1_59_2176","Ductal"
"c_1_59_2267","c_1_59_2267","Quiescent stellate"
"c_1_59_232","c_1_59_232","Acinar.2"
"c_1_59_2346","c_1_59_2346","Acinar.2"
"c_1_59_241","c_1_59_241","Acinar.2"
"c_1_59_2457","c_1_59_2457","Quiescent stellate"
"c_1_59_252","c_1_59_252","Acinar.1"
"c_1_59_2679","c_1_59_2679","Acinar.2"
"c_1_59_2682","c_1_59_2682","Quiescent stellate"
"c_1_59_2717","c_1_59_2717","Macrophage"
"c_1_59_273","c_1_59_273","Acinar.2"
"c_1_59_398","c_1_59_398","Ductal"
"c_1_59_45","c_1_59_45","Acinar.1"
"c_1_59_537","c_1_59_537","Acinar.1"
"c_1_59_886","c_1_59_886","Acinar.1"
"c_1_60_114","c_1_60_114","Acinar.1"
"c_1_60_126","c_1_60_126","Acinar.1"
"c_1_60_1371","c_1_60_1371","Acinar.1"
"c_1_60_1416","c_1_60_1416","Active stellate"
"c_1_60_171","c_1_60_171","Acinar.1"
"c_1_60_1820","c_1_60_1820","Ductal"
"c_1_60_1877","c_1_60_1877","Acinar.1"
"c_1_60_1886","c_1_60_1886","Acinar.1"
"c_1_60_1961","c_1_60_1961","Acinar.1"
"c_1_60_1988","c_1_60_1988","Acinar.1"
"c_1_60_2017","c_1_60_2017","Acinar.1"
"c_1_60_2112","c_1_60_2112","Ductal"
"c_1_60_2175","c_1_60_2175","Acinar.1"
"c_1_60_2200","c_1_60_2200","Acinar.1"
"c_1_60_2351","c_1_60_2351","Acinar.1"
"c_1_60_357","c_1_60_357","Acinar.1"
"c_1_60_371","c_1_60_371","Acinar.1"
"c_1_60_410","c_1_60_410","Acinar.1"
"c_1_60_608","c_1_60_608","Active stellate"
"c_1_60_650","c_1_60_650","Acinar.1"
"c_1_60_753","c_1_60_753","Acinar.1"
"c_1_60_794","c_1_60_794","Acinar.1"
"c_1_61_1003","c_1_61_1003","Acinar.1"
"c_1_61_1029","c_1_61_1029","Acinar.1"
"c_1_61_1037","c_1_61_1037","Acinar.1"
"c_1_61_1068","c_1_61_1068","Acinar.1"
"c_1_61_110","c_1_61_110","Acinar.1"
"c_1_61_1165","c_1_61_1165","Acinar.1"
"c_1_61_1281","c_1_61_1281","Quiescent stellate"
"c_1_61_1384","c_1_61_1384","Acinar.1"
"c_1_61_1667","c_1_61_1667","Macrophage"
"c_1_61_1670","c_1_61_1670","Acinar.1"
"c_1_61_1734","c_1_61_1734","Acinar.1"
"c_1_61_1737","c_1_61_1737","Acinar.2"
"c_1_61_1857","c_1_61_1857","Ductal"
"c_1_61_1907","c_1_61_1907","Acinar.1"
"c_1_61_1972","c_1_61_1972","Acinar.1"
"c_1_61_204","c_1_61_204","Acinar.1"
"c_1_61_2153","c_1_61_2153","Macrophage"
"c_1_61_2184","c_1_61_2184","Acinar.1"
"c_1_61_2380","c_1_61_2380","Acinar.1"
"c_1_61_2383","c_1_61_2383","Acinar.1"
"c_1_61_2482","c_1_61_2482","Macrophage"
"c_1_61_2514","c_1_61_2514","Quiescent stellate"
"c_1_61_288","c_1_61_288","Acinar.1"
"c_1_61_548","c_1_61_548","Ductal"
"c_1_61_900","c_1_61_900","Ductal"
"c_1_61_94","c_1_61_94","Acinar.1"
"c_1_61_960","c_1_61_960","Acinar.1"
"c_1_62_1010","c_1_62_1010","Acinar.1"
"c_1_62_1020","c_1_62_1020","Acinar.1"
"c_1_62_1127","c_1_62_1127","Acinar.1"
"c_1_62_1134","c_1_62_1134","Acinar.1"
"c_1_62_1400","c_1_62_1400","Ductal"
"c_1_62_15","c_1_62_15","Acinar.1"
"c_1_62_1607","c_1_62_1607","Acinar.1"
"c_1_62_1682","c_1_62_1682","Acinar.1"
"c_1_62_1785","c_1_62_1785","Acinar.1"
"c_1_62_1886","c_1_62_1886","Acinar.1"
"c_1_62_1894","c_1_62_1894","Acinar.1"
"c_1_62_1977","c_1_62_1977","Acinar.1"
"c_1_62_2134","c_1_62_2134","Ductal"
"c_1_62_2163","c_1_62_2163","Acinar.1"
"c_1_62_2167","c_1_62_2167","Acinar.1"
"c_1_62_2222","c_1_62_2222","Acinar.1"
"c_1_62_239","c_1_62_239","Acinar.1"
"c_1_62_258","c_1_62_258","Quiescent stellate"
"c_1_62_394","c_1_62_394","Quiescent stellate"
"c_1_62_416","c_1_62_416","Quiescent stellate"
"c_1_62_652","c_1_62_652","Beta cells"
"c_1_62_682","c_1_62_682","Macrophage"
"c_1_62_722","c_1_62_722","Ductal"
"c_1_62_925","c_1_62_925","Macrophage"
"c_1_62_966","c_1_62_966","Ductal"
"c_1_62_990","c_1_62_990","Acinar.1"
"c_1_63_1076","c_1_63_1076","Beta cells"
"c_1_63_1098","c_1_63_1098","Acinar.2"
"c_1_63_1143","c_1_63_1143","Acinar.1"
"c_1_63_1303","c_1_63_1303","Active stellate"
"c_1_63_1346","c_1_63_1346","Acinar.1"
"c_1_63_1369","c_1_63_1369","Acinar.1"
"c_1_63_1696","c_1_63_1696","Acinar.1"
"c_1_63_1750","c_1_63_1750","Acinar.1"
"c_1_63_1841","c_1_63_1841","Acinar.1"
"c_1_63_1889","c_1_63_1889","Acinar.1"
"c_1_63_1969","c_1_63_1969","Acinar.1"
"c_1_63_2003","c_1_63_2003","Ductal"
"c_1_63_2107","c_1_63_2107","Acinar.1"
"c_1_63_2167","c_1_63_2167","Acinar.1"
"c_1_63_239","c_1_63_239","Acinar.2"
"c_1_63_240","c_1_63_240","Acinar.2"
"c_1_63_2472","c_1_63_2472","Delta cells"
"c_1_63_273","c_1_63_273","Acinar.2"
"c_1_63_381","c_1_63_381","Acinar.1"
"c_1_63_443","c_1_63_443","Acinar.1"
"c_1_63_511","c_1_63_511","Ductal"
"c_1_63_584","c_1_63_584","Acinar.1"
"c_1_63_630","c_1_63_630","Acinar.1"
"c_1_63_659","c_1_63_659","Ductal"
"c_1_63_673","c_1_63_673","Acinar.1"
"c_1_63_800","c_1_63_800","Acinar.1"
"c_1_63_836","c_1_63_836","Acinar.1"
"c_1_63_840","c_1_63_840","Acinar.1"
"c_1_63_886","c_1_63_886","Acinar.1"
"c_1_63_890","c_1_63_890","Ductal"
"c_1_63_978","c_1_63_978","Acinar.1"
"c_1_64_1058","c_1_64_1058","Acinar.1"
"c_1_64_1088","c_1_64_1088","Acinar.1"
"c_1_64_1177","c_1_64_1177","Acinar.1"
"c_1_64_1448","c_1_64_1448","Acinar.2"
"c_1_64_1521","c_1_64_1521","Acinar.1"
"c_1_64_1555","c_1_64_1555","Acinar.1"
"c_1_64_1613","c_1_64_1613","Acinar.1"
"c_1_64_1684","c_1_64_1684","Ductal"
"c_1_64_1688","c_1_64_1688","Quiescent stellate"
"c_1_64_1712","c_1_64_1712","Acinar.2"
"c_1_64_1748","c_1_64_1748","Acinar.1"
"c_1_64_1889","c_1_64_1889","Acinar.1"
"c_1_64_1933","c_1_64_1933","Ductal"
"c_1_64_2142","c_1_64_2142","Acinar.1"
"c_1_64_2157","c_1_64_2157","Acinar.1"
"c_1_64_2260","c_1_64_2260","Acinar.1"
"c_1_64_2297","c_1_64_2297","Acinar.1"
"c_1_64_2521","c_1_64_2521","Acinar.1"
"c_1_64_2597","c_1_64_2597","Active stellate"
"c_1_64_2631","c_1_64_2631","Acinar.1"
"c_1_64_2722","c_1_64_2722","Acinar.1"
"c_1_64_2802","c_1_64_2802","Acinar.1"
"c_1_64_317","c_1_64_317","Acinar.1"
"c_1_64_488","c_1_64_488","Acinar.1"
"c_1_64_673","c_1_64_673","Macrophage"
"c_1_64_746","c_1_64_746","Acinar.1"
"c_1_64_968","c_1_64_968","Ductal"
"c_1_64_970","c_1_64_970","Acinar.1"
"c_1_65_1126","c_1_65_1126","Acinar.1"
"c_1_65_1189","c_1_65_1189","Acinar.1"
"c_1_65_1202","c_1_65_1202","Acinar.1"
"c_1_65_1217","c_1_65_1217","Acinar.1"
"c_1_65_1223","c_1_65_1223","Acinar.1"
"c_1_65_1697","c_1_65_1697","Acinar.1"
"c_1_65_179","c_1_65_179","Alpha cells"
"c_1_65_1895","c_1_65_1895","Acinar.1"
"c_1_65_1912","c_1_65_1912","Acinar.1"
"c_1_65_1935","c_1_65_1935","Acinar.1"
"c_1_65_196","c_1_65_196","Quiescent stellate"
"c_1_65_2047","c_1_65_2047","Acinar.1"
"c_1_65_213","c_1_65_213","Macrophage"
"c_1_65_2270","c_1_65_2270","Acinar.1"
"c_1_65_2339","c_1_65_2339","Acinar.2"
"c_1_65_2371","c_1_65_2371","Acinar.1"
"c_1_65_2395","c_1_65_2395","Acinar.1"
"c_1_65_2439","c_1_65_2439","Ductal"
"c_1_65_2563","c_1_65_2563","Acinar.1"
"c_1_65_2572","c_1_65_2572","Acinar.2"
"c_1_65_2586","c_1_65_2586","Acinar.2"
"c_1_65_2631","c_1_65_2631","Acinar.1"
"c_1_65_2660","c_1_65_2660","Acinar.2"
"c_1_65_2698","c_1_65_2698","Acinar.1"
"c_1_65_363","c_1_65_363","Acinar.1"
"c_1_65_503","c_1_65_503","Acinar.1"
"c_1_65_542","c_1_65_542","Acinar.1"
"c_1_65_768","c_1_65_768","Acinar.1"
"c_1_65_844","c_1_65_844","Acinar.1"
"c_1_65_865","c_1_65_865","Acinar.1"
"c_1_65_903","c_1_65_903","Acinar.1"
"c_1_66_1024","c_1_66_1024","Acinar.1"
"c_1_66_1076","c_1_66_1076","Ductal"
"c_1_66_110","c_1_66_110","Acinar.1"
"c_1_66_1404","c_1_66_1404","Ductal"
"c_1_66_1508","c_1_66_1508","Acinar.1"
"c_1_66_1615","c_1_66_1615","Acinar.1"
"c_1_66_1701","c_1_66_1701","Acinar.1"
"c_1_66_1747","c_1_66_1747","Acinar.1"
"c_1_66_1833","c_1_66_1833","Quiescent stellate"
"c_1_66_1890","c_1_66_1890","Quiescent stellate"
"c_1_66_1954","c_1_66_1954","Acinar.1"
"c_1_66_1959","c_1_66_1959","Acinar.1"
"c_1_66_1976","c_1_66_1976","Acinar.2"
"c_1_66_1978","c_1_66_1978","Acinar.2"
"c_1_66_2039","c_1_66_2039","Ductal"
"c_1_66_210","c_1_66_210","Acinar.1"
"c_1_66_2125","c_1_66_2125","Acinar.1"
"c_1_66_214","c_1_66_214","Acinar.1"
"c_1_66_217","c_1_66_217","Acinar.1"
"c_1_66_2310","c_1_66_2310","Acinar.1"
"c_1_66_2523","c_1_66_2523","Acinar.1"
"c_1_66_2577","c_1_66_2577","Acinar.1"
"c_1_66_488","c_1_66_488","Ductal"
"c_1_66_551","c_1_66_551","Acinar.1"
"c_1_66_591","c_1_66_591","Acinar.1"
"c_1_66_809","c_1_66_809","Acinar.2"
"c_1_67_1018","c_1_67_1018","Acinar.1"
"c_1_67_1085","c_1_67_1085","Acinar.1"
"c_1_67_1449","c_1_67_1449","Ductal"
"c_1_67_15","c_1_67_15","Acinar.1"
"c_1_67_1559","c_1_67_1559","Acinar.2"
"c_1_67_1591","c_1_67_1591","Acinar.1"
"c_1_67_1630","c_1_67_1630","Acinar.2"
"c_1_67_1681","c_1_67_1681","Acinar.1"
